question_id,poll_id,pollster,state,start_date,end_date,mode,population,sample_size,pct_harris_poll,pct_trump_poll,pct_dk,p_trump_true,p_harris_true,abs_margin,A,poll_level,period,duration_days,days_before_election
152898,78490,Redfield & Wilton Strategies,national,2022-02-23,2022-02-23,Online Opt-In Panel,lv,1143.0,41.0,37.0,22.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.13265855958613285,national,before_dropout,1,986
152912,78491,McLaughlin,national,2022-02-16,2022-02-22,Online Opt-In Panel,lv,1000.0,43.0,50.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12081848420853421,national,before_dropout,7,987
152989,78499,Harris Poll,national,2022-02-23,2022-02-24,Online Opt-In Panel,rv,2026.0,39.0,51.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.23825958106862982,national,before_dropout,2,985
153548,78561,Redfield & Wilton Strategies,national,2022-03-08,2022-03-08,Online Opt-In Panel,rv,1500.0,32.0,39.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.16782133780387035,national,before_dropout,1,973
153550,78561,Redfield & Wilton Strategies,national,2022-03-08,2022-03-08,Online Opt-In Panel,lv,1194.0,37.0,42.0,21.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.09674730011309426,national,before_dropout,1,973
153577,78569,Schoen Cooperman,national,2022-03-02,2022-03-09,Online Opt-In Panel/Text-to-Web,lv,800.0,43.0,47.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05894308049044663,national,before_dropout,8,972
154121,78662,McLaughlin,national,2022-03-17,2022-03-22,Online Opt-In Panel,lv,1000.0,42.0,50.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1443489816187281,national,before_dropout,6,959
154138,78664,Redfield & Wilton Strategies,national,2022-03-20,2022-03-20,Online Opt-In Panel,rv,1500.0,35.0,37.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.025565445628761157,national,before_dropout,1,961
154140,78664,Redfield & Wilton Strategies,national,2022-03-20,2022-03-20,Online Opt-In Panel,lv,1193.0,39.0,42.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04410356662767219,national,before_dropout,1,961
154201,78679,Harris Poll,national,2022-03-23,2022-03-24,Online Opt-In Panel,rv,1990.0,38.0,49.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.22422973285819123,national,before_dropout,2,957
154492,78726,Redfield & Wilton Strategies,national,2022-04-03,2022-04-03,Online Opt-In Panel,rv,1500.0,32.0,38.0,30.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14184585140060962,national,before_dropout,1,947
154494,78726,Redfield & Wilton Strategies,national,2022-04-03,2022-04-03,Online Opt-In Panel,lv,1205.0,35.0,44.0,21.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.19883716690279782,national,before_dropout,1,947
154767,78797,Redfield & Wilton Strategies,national,2022-04-18,2022-04-18,Online Opt-In Panel,lv,1500.0,39.0,45.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11309643811462364,national,before_dropout,1,932
154848,78805,Echelon Insights,national,2022-04-18,2022-04-20,Online Opt-In Panel,lv,1001.0,43.0,47.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05894308049044663,national,before_dropout,3,930
154849,78805,Echelon Insights,national,2022-04-18,2022-04-20,Online Opt-In Panel,rv,1001.0,43.0,46.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03743687526948301,national,before_dropout,3,930
154860,78807,Harris Poll,national,2022-04-20,2022-04-21,Online Opt-In Panel,rv,1966.0,41.0,47.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10657112947970122,national,before_dropout,2,929
155090,78857,Susquehanna,national,2022-04-19,2022-04-27,Live Phone,lv,800.0,49.0,46.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09318330714758115,national,before_dropout,9,923
155130,78860,McLaughlin,national,2022-04-22,2022-04-26,Online Opt-In Panel,lv,1000.0,41.0,51.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.18824916049396836,national,before_dropout,5,924
155299,78899,Redfield & Wilton Strategies,national,2022-05-01,2022-05-01,Online Opt-In Panel,rv,1500.0,36.0,36.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,1,919
155300,78899,Redfield & Wilton Strategies,national,2022-05-01,2022-05-01,Online Opt-In Panel,lv,1096.0,39.0,43.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06763406403786645,national,before_dropout,1,919
155691,78993,Redfield & Wilton Strategies,national,2022-05-17,2022-05-17,Online Opt-In Panel,rv,1500.0,33.0,37.0,30.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0844059456516945,national,before_dropout,1,903
155693,78993,Redfield & Wilton Strategies,national,2022-05-17,2022-05-17,Online Opt-In Panel,lv,1120.0,37.0,44.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14326731574798712,national,before_dropout,1,903
155798,79016,Harris Poll,national,2022-05-18,2022-05-19,Online Opt-In Panel,rv,1963.0,40.0,47.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout,2,901
156143,79079,Redfield & Wilton Strategies,national,2022-05-30,2022-05-30,Online Opt-In Panel,rv,1500.0,36.0,41.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout,1,890
156145,79079,Redfield & Wilton Strategies,national,2022-05-30,2022-05-30,Online Opt-In Panel,lv,1173.0,40.0,46.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10975753684910913,national,before_dropout,1,890
156751,79185,Redfield & Wilton Strategies,national,2022-06-15,2022-06-15,Online Opt-In Panel,rv,1500.0,33.0,35.0,32.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.028836094496883746,national,before_dropout,1,874
156753,79185,Redfield & Wilton Strategies,national,2022-06-15,2022-06-15,Online Opt-In Panel,lv,1064.0,37.0,43.0,20.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12027779752328828,national,before_dropout,1,874
157042,79234,McLaughlin,national,2022-06-17,2022-06-22,Online Opt-In Panel,lv,1000.0,42.0,50.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1443489816187281,national,before_dropout,6,867
157532,79249,YouGov,national,2022-06-24,2022-06-27,Online Matched Sample,a,1630.0,41.0,41.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,4,862
157542,79249,YouGov,national,2022-06-24,2022-06-27,Online Matched Sample,rv,1239.0,44.0,45.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.007531549673991041,national,before_dropout,4,862
157651,79300,HarrisX/Harris Poll,national,2022-06-29,2022-06-30,Online Opt-In Panel,rv,1308.0,39.0,45.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11309643811462364,national,before_dropout,2,859
158030,79385,Redfield & Wilton Strategies,national,2022-07-09,2022-07-09,Online Opt-In Panel,rv,1500.0,33.0,37.0,30.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0844059456516945,national,before_dropout,1,850
158032,79385,Redfield & Wilton Strategies,national,2022-07-09,2022-07-09,Online Opt-In Panel,lv,1078.0,39.0,43.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06763406403786645,national,before_dropout,1,850
158208,79412,Echelon Insights,national,2022-07-15,2022-07-18,Online Opt-In Panel,lv,1022.0,46.0,44.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07445616809688334,national,before_dropout,4,841
158209,79412,Echelon Insights,national,2022-07-15,2022-07-18,Online Opt-In Panel,rv,1022.0,45.0,44.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,national,before_dropout,4,841
159063,79587,HarrisX/Harris Poll,national,2022-07-27,2022-07-28,Online Opt-In Panel,rv,1885.0,40.0,47.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout,2,831
159100,79593,Redfield & Wilton Strategies,national,2022-07-28,2022-07-28,Online Opt-In Panel,rv,1500.0,34.0,35.0,31.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0010168686527973771,national,before_dropout,1,831
159102,79593,Redfield & Wilton Strategies,national,2022-07-28,2022-07-28,Online Opt-In Panel,lv,1094.0,36.0,42.0,22.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12414627430120888,national,before_dropout,1,831
159241,79596,YouGov,national,2022-07-28,2022-08-01,Online Matched Sample,a,1557.0,42.0,41.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05410195710511005,national,before_dropout,5,827
159246,79596,YouGov,national,2022-07-28,2022-08-01,Online Matched Sample,rv,1152.0,45.0,44.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,national,before_dropout,5,827
159729,79794,Redfield & Wilton Strategies,national,2022-08-17,2022-08-17,Online Opt-In Panel,rv,1500.0,34.0,38.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.08122122958417477,national,before_dropout,1,811
159731,79794,Redfield & Wilton Strategies,national,2022-08-17,2022-08-17,Online Opt-In Panel,lv,1156.0,37.0,43.0,20.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12027779752328828,national,before_dropout,1,811
160015,79863,McLaughlin,national,2022-08-20,2022-08-24,Online Opt-In Panel,lv,1000.0,43.0,51.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14062111150471396,national,before_dropout,5,804
160229,79924,Redfield & Wilton Strategies,national,2022-08-28,2022-08-28,Online Opt-In Panel,lv,1050.0,40.0,43.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.042316256053576605,national,before_dropout,1,800
160408,79924,Redfield & Wilton Strategies,national,2022-08-28,2022-08-28,Online Opt-In Panel,rv,1500.0,37.0,35.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.08557425668086033,national,before_dropout,1,800
161115,80586,HarrisX/Harris Poll,national,2022-09-07,2022-09-08,Online Opt-In Panel,rv,1854.0,40.0,47.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout,2,789
161469,80668,Redfield & Wilton Strategies,national,2022-09-14,2022-09-15,Online Opt-In Panel,rv,1500.0,36.0,38.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout,2,782
161471,80668,Redfield & Wilton Strategies,national,2022-09-14,2022-09-15,Online Opt-In Panel,lv,1163.0,40.0,42.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01878575864338258,national,before_dropout,2,782
161813,80715,Suffolk,florida,2022-09-15,2022-09-18,Live Phone,lv,500.0,44.4,45.6,10.0,0.5608834311631108,0.4298829273881028,0.131000503775008,-0.23933193953218665,state,before_dropout,4,779
162040,80773,McLaughlin,national,2022-09-17,2022-09-22,Online Opt-In Panel,lv,1000.0,42.0,51.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1641516089149078,national,before_dropout,6,775
162899,80944,Redfield & Wilton Strategies,national,2022-10-02,2022-10-03,Online Opt-In Panel,rv,1500.0,38.0,34.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.141230040636274,national,before_dropout,2,764
162901,80944,Redfield & Wilton Strategies,national,2022-10-02,2022-10-03,Online Opt-In Panel,lv,1128.0,41.0,41.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,2,764
163287,81053,Susquehanna,national,2022-10-04,2022-10-11,Live Phone,lv,800.0,54.0,39.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.3554268059606776,national,before_dropout,8,756
163333,81067,Redfield & Wilton Strategies,national,2022-10-12,2022-10-12,Online Opt-In Panel,rv,1500.0,35.0,36.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0018335285593533235,national,before_dropout,1,755
163335,81067,Redfield & Wilton Strategies,national,2022-10-12,2022-10-12,Online Opt-In Panel,lv,1110.0,40.0,42.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01878575864338258,national,before_dropout,1,755
163344,81071,HarrisX/Harris Poll,national,2022-10-12,2022-10-13,Online Opt-In Panel,rv,2010.0,38.0,49.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.22422973285819123,national,before_dropout,2,754
163810,81175,McLaughlin,national,2022-10-12,2022-10-17,Online Opt-In Panel,lv,1000.0,42.0,51.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1641516089149078,national,before_dropout,6,750
165014,81527,Redfield & Wilton Strategies,national,2022-11-02,2022-11-02,Online Opt-In Panel,rv,1500.0,37.0,36.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05740337971416401,national,before_dropout,1,734
165016,81527,Redfield & Wilton Strategies,national,2022-11-02,2022-11-02,Online Opt-In Panel,lv,1084.0,38.0,45.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13907192451788442,national,before_dropout,1,734
165558,81688,Redfield & Wilton Strategies,national,2022-11-17,2022-11-17,Online Opt-In Panel,rv,1500.0,40.0,38.0,22.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.08129769991360014,national,before_dropout,1,719
165561,81688,Redfield & Wilton Strategies,national,2022-11-17,2022-11-17,Online Opt-In Panel,lv,1203.0,43.0,43.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,1,719
165582,81690,HarrisX/Harris Poll,national,2022-11-16,2022-11-17,Online Opt-In Panel,rv,2212.0,40.0,47.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout,2,719
166063,81772,Redfield & Wilton Strategies,national,2022-12-05,2022-12-05,Online Opt-In Panel,rv,1500.0,36.0,38.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout,1,701
166066,81772,Redfield & Wilton Strategies,national,2022-12-05,2022-12-05,Online Opt-In Panel,lv,1162.0,41.0,43.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.017623643463205125,national,before_dropout,1,701
166423,81850,McLaughlin,national,2022-12-09,2022-12-14,Online Opt-In Panel,lv,1000.0,42.0,49.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12414627430120888,national,before_dropout,6,692
166463,81853,HarrisX/Harris Poll,national,2022-12-14,2022-12-15,Online Opt-In Panel,rv,1851.0,40.0,46.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10975753684910913,national,before_dropout,2,691
167289,82012,Redfield & Wilton Strategies,national,2023-01-16,2023-01-16,Online Opt-In Panel,rv,2000.0,36.0,36.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,1,659
167292,82012,Redfield & Wilton Strategies,national,2023-01-16,2023-01-16,Online Opt-In Panel,lv,1458.0,39.0,42.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04410356662767219,national,before_dropout,1,659
167338,82015,HarrisX/Harris Poll,national,2023-01-18,2023-01-19,Online Opt-In Panel,rv,2050.0,40.0,48.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1523171512679051,national,before_dropout,2,656
167678,82063,McLaughlin,national,2023-01-19,2023-01-24,Online Opt-In Panel,lv,1000.0,40.0,50.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.19313914578816024,national,before_dropout,6,651
167916,82105,Redfield & Wilton Strategies,national,2023-01-28,2023-01-29,Online Opt-In Panel,rv,1500.0,35.0,38.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.052233692710922416,national,before_dropout,2,646
167919,82105,Redfield & Wilton Strategies,national,2023-01-28,2023-01-29,Online Opt-In Panel,lv,1139.0,38.0,43.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.09360955044112712,national,before_dropout,2,646
168904,82186,PPP,national,2023-02-10,2023-02-11,IVR/Text,rv,1056.0,47.0,47.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,2,633
168969,82202,Rasmussen,national,2023-02-08,2023-02-12,IVR/Online Opt-In Panel,lv,900.0,42.0,45.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03898846596090192,national,before_dropout,5,632
169041,82216,HarrisX/Harris Poll,national,2023-02-15,2023-02-16,Online Opt-In Panel,rv,1838.0,39.0,49.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.19825424645493062,national,before_dropout,2,628
169191,82237,Redfield & Wilton Strategies,national,2023-02-19,2023-02-19,Online Opt-In Panel,rv,1500.0,37.0,36.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05740337971416401,national,before_dropout,1,625
169194,82237,Redfield & Wilton Strategies,national,2023-02-19,2023-02-19,Online Opt-In Panel,lv,1102.0,41.0,42.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.005906853946989086,national,before_dropout,1,625
169270,82255,McLaughlin,national,2023-02-17,2023-02-23,Online Opt-In Panel,lv,1000.0,43.0,48.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.07999648968827901,national,before_dropout,7,621
169460,82279,YouGov,national,2023-02-23,2023-02-27,Online Matched Sample,rv,1014.0,42.0,45.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03898846596090192,national,before_dropout,5,617
171027,82426,McLaughlin,national,2023-03-16,2023-03-20,Online Opt-In Panel,lv,1000.0,42.0,48.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10352698709847302,national,before_dropout,5,596
171138,82450,Redfield & Wilton Strategies,national,2023-03-20,2023-03-20,Online Opt-In Panel,rv,1500.0,36.0,41.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout,1,596
171141,82450,Redfield & Wilton Strategies,national,2023-03-20,2023-03-20,Online Opt-In Panel,lv,1250.0,37.0,45.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.16574017160004578,national,before_dropout,1,596
171155,82451,HarrisX/Harris Poll,national,2023-03-22,2023-03-23,Online Opt-In Panel,rv,2905.0,38.0,48.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.20361044565545555,national,before_dropout,2,593
171786,82557,Redfield & Wilton Strategies,national,2023-04-04,2023-04-04,Online Opt-In Panel,rv,1500.0,33.0,38.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11107419273385602,national,before_dropout,1,581
171789,82557,Redfield & Wilton Strategies,national,2023-04-04,2023-04-04,Online Opt-In Panel,lv,1180.0,36.0,43.0,21.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14767677171140278,national,before_dropout,1,581
172186,82650,HarrisX/Harris Poll,national,2023-04-18,2023-04-19,Online Opt-In Panel,rv,1845.0,38.0,48.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.20361044565545555,national,before_dropout,2,566
172315,82677,Big Village,national,2023-04-19,2023-04-23,Online Opt-In Panel,a,2019.0,37.8,42.9,19.30000000000001,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0965583177823797,national,before_dropout,5,562
172316,82677,Big Village,national,2023-04-19,2023-04-23,Online Opt-In Panel,rv,1619.0,42.7,44.7,12.599999999999994,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.015770175858894776,national,before_dropout,5,562
172528,82701,Redfield & Wilton Strategies,national,2023-04-24,2023-04-24,Online Opt-In Panel,rv,1500.0,36.0,41.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout,1,561
172531,82701,Redfield & Wilton Strategies,national,2023-04-24,2023-04-24,Online Opt-In Panel,lv,1257.0,39.0,45.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11309643811462364,national,before_dropout,1,561
173342,82848,HarrisX/Harris Poll,national,2023-05-17,2023-05-18,Online Opt-In Panel,rv,2004.0,39.0,50.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.21845695377245017,national,before_dropout,2,537
173349,82849,Redfield & Wilton Strategies,national,2023-05-17,2023-05-17,Online Opt-In Panel,rv,1500.0,37.0,37.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout,1,538
173352,82849,Redfield & Wilton Strategies,national,2023-05-17,2023-05-17,Online Opt-In Panel,lv,1117.0,39.0,42.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04410356662767219,national,before_dropout,1,538
173613,82878,Texas Hispanic Policy Foundation,texas,2023-05-08,2023-05-17,Online Matched Sample,rv,1000.0,39.0,46.0,15.0,0.561399597529967,0.4245665474312461,0.13683305009872093,-0.11428443657656258,state,before_dropout,10,538
174080,82932,Redfield & Wilton Strategies,national,2023-05-31,2023-05-31,Online Opt-In Panel,rv,1500.0,38.0,39.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.004028919122788817,national,before_dropout,1,524
174083,82932,Redfield & Wilton Strategies,national,2023-05-31,2023-05-31,Online Opt-In Panel,lv,1207.0,42.0,43.0,15.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.00647390811585559,national,before_dropout,1,524
174622,83029,Redfield & Wilton Strategies,national,2023-06-10,2023-06-11,Online Opt-In Panel,rv,1500.0,36.0,38.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout,2,513
174624,83029,Redfield & Wilton Strategies,national,2023-06-10,2023-06-11,Online Opt-In Panel,lv,1173.0,40.0,44.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06530577427827547,national,before_dropout,2,513
174659,83031,HarrisX/Harris Poll,national,2023-06-14,2023-06-15,Online Opt-In Panel,rv,2090.0,40.0,47.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout,2,509
175284,83139,Redfield & Wilton Strategies,national,2023-06-25,2023-06-25,Online Opt-In Panel,rv,1500.0,36.0,39.0,25.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05003830214748688,national,before_dropout,1,499
