question_id,pct_harris_poll,pct_trump_poll,poll_id,pollster,state,start_date,end_date,mode,population,sample_size,pct_dk,p_trump_true,p_harris_true,abs_margin,A,trump_part_A,harris_part_A,poll_level,duration_days,days_before_election,turnout_pct,base_mode,mode_App Panel,mode_Email,mode_IVR,mode_Mail_to_Phone,mode_Mail_to_Web,mode_Online Ad,mode_Online Matched Sample,mode_Online Opt_In Panel,mode_Probability Panel,mode_Text,mode_Text_to_Web
204152,48.9,51.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,0.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.009475976056737301,0.014338377084574638,0.004862401027837415,state,2,105,71.43,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204152,48.9,51.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,0.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.009475976056737301,0.014338377084574638,0.004862401027837415,state,2,105,71.43,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204153,39.8,47.5,87542,Emerson,arizona,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.800000000000011,0.5223002024890546,0.4670141701031977,0.05528603238585694,0.06497987566273078,-0.09492771909479425,-0.15990759475752503,state,2,105,63.6,IVR,0,0,1,0,0,0,0,0,0,0,0
204153,39.8,47.5,87542,Emerson,arizona,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.800000000000011,0.5223002024890546,0.4670141701031977,0.05528603238585694,0.06497987566273078,-0.09492771909479425,-0.15990759475752503,state,2,105,63.6,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204153,39.8,47.5,87542,Emerson,arizona,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.800000000000011,0.5223002024890546,0.4670141701031977,0.05528603238585694,0.06497987566273078,-0.09492771909479425,-0.15990759475752503,state,2,105,63.6,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204154,43.3,45.9,87543,Emerson,georgia,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.300000000000011,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.014130650367390746,-0.09980186749942133,-0.11393251786681202,state,2,105,68.26,IVR,0,0,1,0,0,0,0,0,0,0,0
204154,43.3,45.9,87543,Emerson,georgia,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.300000000000011,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.014130650367390746,-0.09980186749942133,-0.11393251786681202,state,2,105,68.26,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204154,43.3,45.9,87543,Emerson,georgia,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.300000000000011,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.014130650367390746,-0.09980186749942133,-0.11393251786681202,state,2,105,68.26,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204155,43.8,44.1,87544,Emerson,michigan,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.022025509268506542,-0.12009047376774717,-0.09806496449924085,state,2,105,74.64,IVR,0,0,1,0,0,0,0,0,0,0,0
204155,43.8,44.1,87544,Emerson,michigan,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.022025509268506542,-0.12009047376774717,-0.09806496449924085,state,2,105,74.64,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204155,43.8,44.1,87544,Emerson,michigan,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.022025509268506542,-0.12009047376774717,-0.09806496449924085,state,2,105,74.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204156,45.4,44.9,87545,Emerson,wisconsin,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,845.0,5.800000000000011,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.028542530118270557,-0.09946979207344697,-0.07092726195517651,state,2,105,76.64,IVR,0,0,1,0,0,0,0,0,0,0,0
204156,45.4,44.9,87545,Emerson,wisconsin,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,845.0,5.800000000000011,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.028542530118270557,-0.09946979207344697,-0.07092726195517651,state,2,105,76.64,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204156,45.4,44.9,87545,Emerson,wisconsin,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,845.0,5.800000000000011,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.028542530118270557,-0.09946979207344697,-0.07092726195517651,state,2,105,76.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204157,44.3,46.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,4.900000000000006,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.0052971482794177994,-0.08863317012248118,-0.09393031840189903,state,2,105,71.43,IVR,0,0,1,0,0,0,0,0,0,0,0
204157,44.3,46.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,4.900000000000006,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.0052971482794177994,-0.08863317012248118,-0.09393031840189903,state,2,105,71.43,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204157,44.3,46.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,4.900000000000006,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.0052971482794177994,-0.08863317012248118,-0.09393031840189903,state,2,105,71.43,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204169,46.0,45.0,87552,Morning Consult,national,2024-07-22,2024-07-24,Online Opt-In Panel,rv,11297.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05198331224482484,-0.10156321726796103,-0.04957990502313625,national,3,104,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204173,46.0,46.0,87553,Change Research,national,2024-07-22,2024-07-24,Text-to-Web/Online Ad,rv,2137.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.07958431054918569,-0.04957990502313625,national,3,104,64.07,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204173,46.0,46.0,87553,Change Research,national,2024-07-22,2024-07-24,Text-to-Web/Online Ad,rv,2137.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.07958431054918569,-0.04957990502313625,national,3,104,64.07,Online Ad,0,0,0,0,0,1,0,0,0,0,0
204188,44.0,46.0,87555,YouGov,national,2024-07-22,2024-07-23,Online Matched Sample,lv,1155.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01444735704478425,-0.07958431054918569,-0.09403166759397019,national,2,105,64.07,Online Matched Sample,0,0,0,0,0,0,1,0,0,0,0
204203,46.0,48.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,rv,1142.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01255520889274629,-0.037024696130389834,-0.04957990502313625,national,3,104,64.07,Live Phone,0,0,0,0,0,0,0,0,0,0,0
204204,47.0,48.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,lv,1142.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.008950996328217282,-0.037024696130389834,-0.02807369980217278,national,3,104,64.07,Live Phone,0,0,0,0,0,0,0,0,0,0,0
204205,42.0,42.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,rv,1142.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.17055608875491246,-0.14055168322886302,national,3,104,64.07,Live Phone,0,0,0,0,0,0,0,0,0,0,0
204206,44.0,43.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,lv,1142.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05299392375074825,-0.14702559134471838,-0.09403166759397019,national,3,104,64.07,Live Phone,0,0,0,0,0,0,0,0,0,0,0
204333,48.0,40.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,5.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.1280431224770836,-0.08773197798364474,state,3,103,74.24,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204333,48.0,40.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,5.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.1280431224770836,-0.08773197798364474,state,3,103,74.24,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204334,54.0,45.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,1.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.010260086820700232,0.030051057672738746,state,3,103,74.24,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204334,54.0,45.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,1.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.010260086820700232,0.030051057672738746,state,3,103,74.24,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204335,49.0,43.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,4.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.07418090648572379,-0.10735544914002082,-0.03317454265429698,state,3,103,74.05,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204335,49.0,43.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,4.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.07418090648572379,-0.10735544914002082,-0.03317454265429698,state,3,103,74.05,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204336,53.0,46.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,1.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.08521124113168638,-0.03991416834448813,0.0452970727871983,state,3,103,74.05,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204336,53.0,46.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,1.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.08521124113168638,-0.03991416834448813,0.0452970727871983,state,3,103,74.05,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
204339,50.0,44.0,87560,St. Anselm,new hampshire,2024-07-24,2024-07-25,Online Opt-In Panel,rv,2083.0,3.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.07139409557854443,-0.08436593091532207,-0.012971835336777482,state,2,103,74.05,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
204351,43.0,46.0,87566,Redfield & Wilton Strategies,arizona,2024-07-22,2024-07-24,Online Opt-In Panel,lv,510.0,6.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.04444164229194034,-0.12701603364629466,-0.08257439135435451,state,3,104,63.6,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
