question_id,pct_harris_poll,pct_trump_poll,poll_id,pollster,state,start_date,end_date,mode,population,sample_size,pct_dk,p_trump_true,p_harris_true,abs_margin,A,poll_level,period
154849,43.0,46.0,78805,Echelon Insights,national,2022-04-18,2022-04-20,Online Opt-In Panel,rv,1001.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03743687526948301,national,before_dropout
154860,41.0,47.0,78807,Harris Poll,national,2022-04-20,2022-04-21,Online Opt-In Panel,rv,1966.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10657112947970122,national,before_dropout
155090,49.0,46.0,78857,Susquehanna,national,2022-04-19,2022-04-27,Live Phone,lv,800.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09318330714758115,national,before_dropout
155130,41.0,51.0,78860,McLaughlin,national,2022-04-22,2022-04-26,Online Opt-In Panel,lv,1000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.18824916049396836,national,before_dropout
155299,36.0,36.0,78899,Redfield & Wilton Strategies,national,2022-05-01,2022-05-01,Online Opt-In Panel,rv,1500.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
155300,39.0,43.0,78899,Redfield & Wilton Strategies,national,2022-05-01,2022-05-01,Online Opt-In Panel,lv,1096.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06763406403786645,national,before_dropout
155691,33.0,37.0,78993,Redfield & Wilton Strategies,national,2022-05-17,2022-05-17,Online Opt-In Panel,rv,1500.0,30.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0844059456516945,national,before_dropout
155693,37.0,44.0,78993,Redfield & Wilton Strategies,national,2022-05-17,2022-05-17,Online Opt-In Panel,lv,1120.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14326731574798712,national,before_dropout
155798,40.0,47.0,79016,Harris Poll,national,2022-05-18,2022-05-19,Online Opt-In Panel,rv,1963.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout
156143,36.0,41.0,79079,Redfield & Wilton Strategies,national,2022-05-30,2022-05-30,Online Opt-In Panel,rv,1500.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout
156145,40.0,46.0,79079,Redfield & Wilton Strategies,national,2022-05-30,2022-05-30,Online Opt-In Panel,lv,1173.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10975753684910913,national,before_dropout
156751,33.0,35.0,79185,Redfield & Wilton Strategies,national,2022-06-15,2022-06-15,Online Opt-In Panel,rv,1500.0,32.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.028836094496883746,national,before_dropout
156753,37.0,43.0,79185,Redfield & Wilton Strategies,national,2022-06-15,2022-06-15,Online Opt-In Panel,lv,1064.0,20.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12027779752328828,national,before_dropout
157042,42.0,50.0,79234,McLaughlin,national,2022-06-17,2022-06-22,Online Opt-In Panel,lv,1000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1443489816187281,national,before_dropout
157532,41.0,41.0,79249,YouGov,national,2022-06-24,2022-06-27,Online Matched Sample,a,1630.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
157542,44.0,45.0,79249,YouGov,national,2022-06-24,2022-06-27,Online Matched Sample,rv,1239.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.007531549673991041,national,before_dropout
157651,39.0,45.0,79300,HarrisX/Harris Poll,national,2022-06-29,2022-06-30,Online Opt-In Panel,rv,1308.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11309643811462364,national,before_dropout
158030,33.0,37.0,79385,Redfield & Wilton Strategies,national,2022-07-09,2022-07-09,Online Opt-In Panel,rv,1500.0,30.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0844059456516945,national,before_dropout
158032,39.0,43.0,79385,Redfield & Wilton Strategies,national,2022-07-09,2022-07-09,Online Opt-In Panel,lv,1078.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06763406403786645,national,before_dropout
158208,46.0,44.0,79412,Echelon Insights,national,2022-07-15,2022-07-18,Online Opt-In Panel,lv,1022.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07445616809688334,national,before_dropout
158209,45.0,44.0,79412,Echelon Insights,national,2022-07-15,2022-07-18,Online Opt-In Panel,rv,1022.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,national,before_dropout
159063,40.0,47.0,79587,HarrisX/Harris Poll,national,2022-07-27,2022-07-28,Online Opt-In Panel,rv,1885.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout
159100,34.0,35.0,79593,Redfield & Wilton Strategies,national,2022-07-28,2022-07-28,Online Opt-In Panel,rv,1500.0,31.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0010168686527973771,national,before_dropout
159102,36.0,42.0,79593,Redfield & Wilton Strategies,national,2022-07-28,2022-07-28,Online Opt-In Panel,lv,1094.0,22.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12414627430120888,national,before_dropout
159241,42.0,41.0,79596,YouGov,national,2022-07-28,2022-08-01,Online Matched Sample,a,1557.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05410195710511005,national,before_dropout
159246,45.0,44.0,79596,YouGov,national,2022-07-28,2022-08-01,Online Matched Sample,rv,1152.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,national,before_dropout
159729,34.0,38.0,79794,Redfield & Wilton Strategies,national,2022-08-17,2022-08-17,Online Opt-In Panel,rv,1500.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.08122122958417477,national,before_dropout
159731,37.0,43.0,79794,Redfield & Wilton Strategies,national,2022-08-17,2022-08-17,Online Opt-In Panel,lv,1156.0,20.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12027779752328828,national,before_dropout
160015,43.0,51.0,79863,McLaughlin,national,2022-08-20,2022-08-24,Online Opt-In Panel,lv,1000.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14062111150471396,national,before_dropout
160229,40.0,43.0,79924,Redfield & Wilton Strategies,national,2022-08-28,2022-08-28,Online Opt-In Panel,lv,1050.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.042316256053576605,national,before_dropout
160408,37.0,35.0,79924,Redfield & Wilton Strategies,national,2022-08-28,2022-08-28,Online Opt-In Panel,rv,1500.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.08557425668086033,national,before_dropout
161115,40.0,47.0,80586,HarrisX/Harris Poll,national,2022-09-07,2022-09-08,Online Opt-In Panel,rv,1854.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout
161469,36.0,38.0,80668,Redfield & Wilton Strategies,national,2022-09-14,2022-09-15,Online Opt-In Panel,rv,1500.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout
161471,40.0,42.0,80668,Redfield & Wilton Strategies,national,2022-09-14,2022-09-15,Online Opt-In Panel,lv,1163.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01878575864338258,national,before_dropout
161813,44.4,45.6,80715,Suffolk,florida,2022-09-15,2022-09-18,Live Phone,lv,500.0,10.0,0.5608834311631108,0.4298829273881028,0.131000503775008,-0.23933193953218665,state,before_dropout
162040,42.0,51.0,80773,McLaughlin,national,2022-09-17,2022-09-22,Online Opt-In Panel,lv,1000.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1641516089149078,national,before_dropout
162899,38.0,34.0,80944,Redfield & Wilton Strategies,national,2022-10-02,2022-10-03,Online Opt-In Panel,rv,1500.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.141230040636274,national,before_dropout
162901,41.0,41.0,80944,Redfield & Wilton Strategies,national,2022-10-02,2022-10-03,Online Opt-In Panel,lv,1128.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
163287,54.0,39.0,81053,Susquehanna,national,2022-10-04,2022-10-11,Live Phone,lv,800.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.3554268059606776,national,before_dropout
163333,35.0,36.0,81067,Redfield & Wilton Strategies,national,2022-10-12,2022-10-12,Online Opt-In Panel,rv,1500.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0018335285593533235,national,before_dropout
163335,40.0,42.0,81067,Redfield & Wilton Strategies,national,2022-10-12,2022-10-12,Online Opt-In Panel,lv,1110.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01878575864338258,national,before_dropout
163344,38.0,49.0,81071,HarrisX/Harris Poll,national,2022-10-12,2022-10-13,Online Opt-In Panel,rv,2010.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.22422973285819123,national,before_dropout
163810,42.0,51.0,81175,McLaughlin,national,2022-10-12,2022-10-17,Online Opt-In Panel,lv,1000.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1641516089149078,national,before_dropout
165014,37.0,36.0,81527,Redfield & Wilton Strategies,national,2022-11-02,2022-11-02,Online Opt-In Panel,rv,1500.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05740337971416401,national,before_dropout
165016,38.0,45.0,81527,Redfield & Wilton Strategies,national,2022-11-02,2022-11-02,Online Opt-In Panel,lv,1084.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13907192451788442,national,before_dropout
165558,40.0,38.0,81688,Redfield & Wilton Strategies,national,2022-11-17,2022-11-17,Online Opt-In Panel,rv,1500.0,22.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.08129769991360014,national,before_dropout
165561,43.0,43.0,81688,Redfield & Wilton Strategies,national,2022-11-17,2022-11-17,Online Opt-In Panel,lv,1203.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
165582,40.0,47.0,81690,HarrisX/Harris Poll,national,2022-11-16,2022-11-17,Online Opt-In Panel,rv,2212.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout
166063,36.0,38.0,81772,Redfield & Wilton Strategies,national,2022-12-05,2022-12-05,Online Opt-In Panel,rv,1500.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout
166066,41.0,43.0,81772,Redfield & Wilton Strategies,national,2022-12-05,2022-12-05,Online Opt-In Panel,lv,1162.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.017623643463205125,national,before_dropout
166423,42.0,49.0,81850,McLaughlin,national,2022-12-09,2022-12-14,Online Opt-In Panel,lv,1000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.12414627430120888,national,before_dropout
166463,40.0,46.0,81853,HarrisX/Harris Poll,national,2022-12-14,2022-12-15,Online Opt-In Panel,rv,1851.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10975753684910913,national,before_dropout
167289,36.0,36.0,82012,Redfield & Wilton Strategies,national,2023-01-16,2023-01-16,Online Opt-In Panel,rv,2000.0,28.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
167292,39.0,42.0,82012,Redfield & Wilton Strategies,national,2023-01-16,2023-01-16,Online Opt-In Panel,lv,1458.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04410356662767219,national,before_dropout
167338,40.0,48.0,82015,HarrisX/Harris Poll,national,2023-01-18,2023-01-19,Online Opt-In Panel,rv,2050.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.1523171512679051,national,before_dropout
167678,40.0,50.0,82063,McLaughlin,national,2023-01-19,2023-01-24,Online Opt-In Panel,lv,1000.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.19313914578816024,national,before_dropout
167916,35.0,38.0,82105,Redfield & Wilton Strategies,national,2023-01-28,2023-01-29,Online Opt-In Panel,rv,1500.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.052233692710922416,national,before_dropout
167919,38.0,43.0,82105,Redfield & Wilton Strategies,national,2023-01-28,2023-01-29,Online Opt-In Panel,lv,1139.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.09360955044112712,national,before_dropout
168904,47.0,47.0,82186,PPP,national,2023-02-10,2023-02-11,IVR/Text,rv,1056.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
168969,42.0,45.0,82202,Rasmussen,national,2023-02-08,2023-02-12,IVR/Online Opt-In Panel,lv,900.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03898846596090192,national,before_dropout
169041,39.0,49.0,82216,HarrisX/Harris Poll,national,2023-02-15,2023-02-16,Online Opt-In Panel,rv,1838.0,12.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.19825424645493062,national,before_dropout
169191,37.0,36.0,82237,Redfield & Wilton Strategies,national,2023-02-19,2023-02-19,Online Opt-In Panel,rv,1500.0,27.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05740337971416401,national,before_dropout
169194,41.0,42.0,82237,Redfield & Wilton Strategies,national,2023-02-19,2023-02-19,Online Opt-In Panel,lv,1102.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.005906853946989086,national,before_dropout
169270,43.0,48.0,82255,McLaughlin,national,2023-02-17,2023-02-23,Online Opt-In Panel,lv,1000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.07999648968827901,national,before_dropout
169460,42.0,45.0,82279,YouGov,national,2023-02-23,2023-02-27,Online Matched Sample,rv,1014.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03898846596090192,national,before_dropout
171027,42.0,48.0,82426,McLaughlin,national,2023-03-16,2023-03-20,Online Opt-In Panel,lv,1000.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10352698709847302,national,before_dropout
171138,36.0,41.0,82450,Redfield & Wilton Strategies,national,2023-03-20,2023-03-20,Online Opt-In Panel,rv,1500.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout
171141,37.0,45.0,82450,Redfield & Wilton Strategies,national,2023-03-20,2023-03-20,Online Opt-In Panel,lv,1250.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.16574017160004578,national,before_dropout
171155,38.0,48.0,82451,HarrisX/Harris Poll,national,2023-03-22,2023-03-23,Online Opt-In Panel,rv,2905.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.20361044565545555,national,before_dropout
171786,33.0,38.0,82557,Redfield & Wilton Strategies,national,2023-04-04,2023-04-04,Online Opt-In Panel,rv,1500.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11107419273385602,national,before_dropout
171789,36.0,43.0,82557,Redfield & Wilton Strategies,national,2023-04-04,2023-04-04,Online Opt-In Panel,lv,1180.0,21.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.14767677171140278,national,before_dropout
172186,38.0,48.0,82650,HarrisX/Harris Poll,national,2023-04-18,2023-04-19,Online Opt-In Panel,rv,1845.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.20361044565545555,national,before_dropout
172315,37.8,42.9,82677,Big Village,national,2023-04-19,2023-04-23,Online Opt-In Panel,a,2019.0,19.30000000000001,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.0965583177823797,national,before_dropout
172316,42.7,44.7,82677,Big Village,national,2023-04-19,2023-04-23,Online Opt-In Panel,rv,1619.0,12.599999999999994,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.015770175858894776,national,before_dropout
172528,36.0,41.0,82701,Redfield & Wilton Strategies,national,2023-04-24,2023-04-24,Online Opt-In Panel,rv,1500.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.10004872272214821,national,before_dropout
172531,39.0,45.0,82701,Redfield & Wilton Strategies,national,2023-04-24,2023-04-24,Online Opt-In Panel,lv,1257.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11309643811462364,national,before_dropout
173342,39.0,50.0,82848,HarrisX/Harris Poll,national,2023-05-17,2023-05-18,Online Opt-In Panel,rv,2004.0,11.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.21845695377245017,national,before_dropout
173349,37.0,37.0,82849,Redfield & Wilton Strategies,national,2023-05-17,2023-05-17,Online Opt-In Panel,rv,1500.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,national,before_dropout
173352,39.0,42.0,82849,Redfield & Wilton Strategies,national,2023-05-17,2023-05-17,Online Opt-In Panel,lv,1117.0,19.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04410356662767219,national,before_dropout
173613,39.0,46.0,82878,Texas Hispanic Policy Foundation,texas,2023-05-08,2023-05-17,Online Matched Sample,rv,1000.0,15.0,0.561399597529967,0.4245665474312461,0.13683305009872093,-0.11428443657656258,state,before_dropout
174080,38.0,39.0,82932,Redfield & Wilton Strategies,national,2023-05-31,2023-05-31,Online Opt-In Panel,rv,1500.0,23.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.004028919122788817,national,before_dropout
174083,42.0,43.0,82932,Redfield & Wilton Strategies,national,2023-05-31,2023-05-31,Online Opt-In Panel,lv,1207.0,15.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.00647390811585559,national,before_dropout
174622,36.0,38.0,83029,Redfield & Wilton Strategies,national,2023-06-10,2023-06-11,Online Opt-In Panel,rv,1500.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout
174624,40.0,44.0,83029,Redfield & Wilton Strategies,national,2023-06-10,2023-06-11,Online Opt-In Panel,lv,1173.0,16.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06530577427827547,national,before_dropout
174659,40.0,47.0,83031,HarrisX/Harris Poll,national,2023-06-14,2023-06-15,Online Opt-In Panel,rv,2090.0,13.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.13126374207007283,national,before_dropout
175284,36.0,39.0,83139,Redfield & Wilton Strategies,national,2023-06-25,2023-06-25,Online Opt-In Panel,rv,1500.0,25.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05003830214748688,national,before_dropout
175286,41.0,42.0,83139,Redfield & Wilton Strategies,national,2023-06-25,2023-06-25,Online Opt-In Panel,lv,1181.0,17.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.005906853946989086,national,before_dropout
175592,36.0,38.0,83213,Redfield & Wilton Strategies,national,2023-07-06,2023-07-06,Online Opt-In Panel,rv,1500.0,26.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.02406281574422625,national,before_dropout
175594,39.0,43.0,83213,Redfield & Wilton Strategies,national,2023-07-06,2023-07-06,Online Opt-In Panel,lv,1174.0,18.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.06763406403786645,national,before_dropout
175917,38.0,47.0,83260,HarrisX/Harris Poll,national,2023-07-19,2023-07-20,Online Opt-In Panel,rv,2068.0,15.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.18255703645762322,national,before_dropout
178734,33.0,38.0,83392,Redfield & Wilton Strategies,national,2023-08-05,2023-08-06,Online Opt-In Panel,rv,1500.0,29.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.11107419273385602,national,before_dropout
