question_id,pct_harris_poll,pct_trump_poll,poll_id,pollster,state,start_date,end_date,mode,population,sample_size,pct_dk,p_trump_true,p_harris_true,abs_margin,A,trump_part_A,harris_part_A,poll_level,has_self_admin,has_interviewer,has_explicit_mixed,has_other
203980,42.0,42.0,87531,Marist College,national,2024-07-22,2024-07-22,Online Opt-In Panel,rv,1117.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.17055608875491246,-0.14055168322886302,national,True,False,False,False
204025,46.7,48.0,87534,Landmark Communications,georgia,2024-07-22,2024-07-22,,lv,400.0,5.299999999999997,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.016724985457625265,-0.05506597365802979,-0.038340988200404436,state,False,False,False,True
204026,44.3,45.8,87534,Landmark Communications,georgia,2024-07-22,2024-07-22,,lv,400.0,4.200000000000003,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.010882417621615324,-0.10198289344578149,-0.09110047582416625,state,False,False,False,True
204062,41.0,44.0,87536,YouGov,national,2024-07-21,2024-07-23,Online Matched Sample,rv,1435.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.04061316168790374,-0.12403607312001963,-0.1646492348079236,national,True,False,False,False
204106,49.5,50.5,87537,ActiVote,national,2024-07-21,2024-07-23,App Panel,lv,1000.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.01000373881938013,0.01374762924303341,0.02375136806241329,national,True,False,False,False
204123,46.0,48.0,87539,RMG Research,national,2024-07-22,2024-07-23,,rv,2000.0,4.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01255520889274629,-0.037024696130389834,-0.04957990502313625,national,False,False,False,True
204126,45.0,47.0,87540,North Star Opinion Research,pennsylvania,2024-07-20,2024-07-23,Live Phone,lv,600.0,8.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.008953987267643808,-0.06929851841502555,-0.07825250568266917,state,False,True,False,False
204136,37.6,38.2,87541,Big Village,national,2024-07-22,2024-07-24,Online Opt-In Panel,a,2016.0,14.900000000000006,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.014172940309368916,-0.26539019142575127,-0.2512172511163825,national,True,False,False,False
204137,40.5,41.6,87541,Big Village,national,2024-07-22,2024-07-24,Online Opt-In Panel,rv,1687.0,8.199999999999989,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0032062123713254096,-0.18012553977106305,-0.1769193273997378,national,True,False,False,False
204138,42.7,44.3,87541,Big Village,national,2024-07-22,2024-07-24,Online Opt-In Panel,lv,1492.0,4.900000000000006,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.006781351290461238,-0.11724102998719088,-0.1240223812776523,national,True,False,False,False
204148,47.4,52.6,87542,Emerson,arizona,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,0.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.007789032044839472,0.007058689608274493,0.014847721653113877,state,True,True,False,False
204149,48.9,51.1,87543,Emerson,georgia,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,0.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.00017473096183211518,0.007517512643738011,0.007692243605570193,state,True,True,False,False
204150,49.1,50.9,87544,Emerson,michigan,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,0.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,0.007152414417095656,0.023312667335929516,0.016160252918833717,state,True,True,False,False
204151,50.6,49.4,87545,Emerson,wisconsin,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,845.0,0.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.041469371918720015,-0.0039571626277787875,0.03751220929094112,state,True,True,False,False
204152,48.9,51.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,0.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.009475976056737301,0.014338377084574638,0.004862401027837415,state,True,True,False,False
204153,39.8,47.5,87542,Emerson,arizona,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.800000000000011,0.5223002024890546,0.4670141701031977,0.05528603238585694,0.06497987566273078,-0.09492771909479425,-0.15990759475752503,state,True,True,False,False
204154,43.3,45.9,87543,Emerson,georgia,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,5.300000000000011,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.014130650367390746,-0.09980186749942133,-0.11393251786681202,state,True,True,False,False
204155,43.8,44.1,87544,Emerson,michigan,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,800.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.022025509268506542,-0.12009047376774717,-0.09806496449924085,state,True,True,False,False
204156,45.4,44.9,87545,Emerson,wisconsin,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,845.0,5.800000000000011,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.028542530118270557,-0.09946979207344697,-0.07092726195517651,state,True,True,False,False
204157,44.3,46.1,87546,Emerson,pennsylvania,2024-07-22,2024-07-23,IVR/Online Opt-In Panel/Text-to-Web,rv,850.0,4.900000000000006,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.0052971482794177994,-0.08863317012248118,-0.09393031840189903,state,True,True,False,False
204169,46.0,45.0,87552,Morning Consult,national,2024-07-22,2024-07-24,Online Opt-In Panel,rv,11297.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05198331224482484,-0.10156321726796103,-0.04957990502313625,national,True,False,False,False
204173,46.0,46.0,87553,Change Research,national,2024-07-22,2024-07-24,Text-to-Web/Online Ad,rv,2137.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.07958431054918569,-0.04957990502313625,national,True,False,False,False
204188,44.0,46.0,87555,YouGov,national,2024-07-22,2024-07-23,Online Matched Sample,lv,1155.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01444735704478425,-0.07958431054918569,-0.09403166759397019,national,True,False,False,False
204203,46.0,48.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,rv,1142.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01255520889274629,-0.037024696130389834,-0.04957990502313625,national,False,True,False,False
204204,47.0,48.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,lv,1142.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.008950996328217282,-0.037024696130389834,-0.02807369980217278,national,False,True,False,False
204205,42.0,42.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,rv,1142.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.17055608875491246,-0.14055168322886302,national,False,True,False,False
204206,44.0,43.0,87557,Siena/NYT,national,2024-07-22,2024-07-24,Live Phone,lv,1142.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05299392375074825,-0.14702559134471838,-0.09403166759397019,national,False,True,False,False
204333,48.0,40.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,5.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.1280431224770836,-0.08773197798364474,state,True,False,False,False
204334,54.0,45.0,87558,U. New Hampshire,maine,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,1445.0,1.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.040311144493438894,-0.010260086820700232,0.030051057672738746,state,True,False,False,False
204335,49.0,43.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,4.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.07418090648572379,-0.10735544914002082,-0.03317454265429698,state,True,False,False,False
204336,53.0,46.0,87559,U. New Hampshire,new hampshire,2024-07-23,2024-07-25,Online Opt-In Panel/Text-to-Web,lv,2875.0,1.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.08521124113168638,-0.03991416834448813,0.0452970727871983,state,True,False,False,False
204339,50.0,44.0,87560,St. Anselm,new hampshire,2024-07-24,2024-07-25,Online Opt-In Panel,rv,2083.0,3.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.07139409557854443,-0.08436593091532207,-0.012971835336777482,state,True,False,False,False
204351,43.0,46.0,87566,Redfield & Wilton Strategies,arizona,2024-07-22,2024-07-24,Online Opt-In Panel,lv,510.0,6.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.04444164229194034,-0.12701603364629466,-0.08257439135435451,state,True,False,False,False
204352,39.0,47.0,87567,Redfield & Wilton Strategies,florida,2024-07-22,2024-07-24,Online Opt-In Panel,lv,572.0,8.0,0.5608834311631108,0.4298829273881028,0.131000503775008,-0.07941423103393613,-0.17678040163972253,-0.09736617060578645,state,True,False,False,False
204353,42.0,47.0,87568,Redfield & Wilton Strategies,georgia,2024-07-22,2024-07-24,Online Opt-In Panel,lv,1180.0,7.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.06829615173602581,-0.07611938285586217,-0.14441553459188783,state,True,False,False,False
204354,41.0,44.0,87569,Redfield & Wilton Strategies,michigan,2024-07-22,2024-07-24,Online Opt-In Panel,lv,512.0,8.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,0.04176609287504698,-0.12236062230228639,-0.16412671517733346,state,True,False,False,False
204355,44.0,41.0,87570,Redfield & Wilton Strategies,minnesota,2024-07-22,2024-07-24,Online Opt-In Panel,lv,475.0,8.0,0.4668313910606284,0.5092254880267493,0.0423940969661209,0.016305207760973224,-0.12981098579800843,-0.14611619355898164,state,True,False,False,False
204356,43.0,45.0,87562,Redfield & Wilton Strategies,nevada,2024-07-22,2024-07-24,Online Opt-In Panel,lv,435.0,6.0,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.01773901340982623,-0.13042901174421917,-0.11268999833439286,state,True,False,False,False
204357,43.0,46.0,87564,Redfield & Wilton Strategies,north carolina,2024-07-22,2024-07-24,Online Opt-In Panel,lv,586.0,7.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,0.0022045502106032167,-0.10038012374941485,-0.10258467396001825,state,True,False,False,False
204358,42.0,46.0,87563,Redfield & Wilton Strategies,pennsylvania,2024-07-22,2024-07-24,Online Opt-In Panel,lv,851.0,7.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.05644065353363164,-0.09080472363598902,-0.1472453771696206,state,True,False,False,False
204359,44.0,44.0,87571,Redfield & Wilton Strategies,wisconsin,2024-07-22,2024-07-24,Online Opt-In Panel,lv,523.0,5.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.01746821981917685,-0.11971795290339449,-0.10224973308421759,state,True,False,False,False
204360,41.6,41.3,87572,Glengariff Group Inc.,michigan,2024-07-22,2024-07-24,Live Phone,lv,600.0,6.200000000000003,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.036089141639137075,-0.1856877562535605,-0.14959861461442348,state,False,True,False,False
204361,38.0,39.0,87561,SurveyMonkey,national,2024-07-22,2024-07-24,Online Opt-In Panel,a,5265.0,15.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.004028919122788817,-0.24466406090863435,-0.24063514178584555,national,True,False,False,False
204375,52.0,38.0,87576,PPP,washington,2024-07-24,2024-07-25,IVR/Text-to-Web,lv,581.0,4.0,0.3901193172797912,0.5723012056083173,0.1821818883285261,0.06955524308366873,-0.026281381355683142,-0.09583662443935193,state,True,True,False,False
204376,46.0,49.0,87577,SoCal Research,michigan,2024-07-25,2024-07-26,Online Ad,rv,500.0,5.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,0.03432742728262535,-0.014729958109920949,-0.049057385392546116,state,True,False,False,False
204377,48.0,47.0,87575,Bullfinch,pennsylvania,2024-07-23,2024-07-25,,rv,800.0,5.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.0555845338699275,-0.06929851841502555,-0.01371398454509798,state,False,False,False,True
204378,44.0,44.0,87575,Bullfinch,pennsylvania,2024-07-23,2024-07-25,,rv,800.0,4.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.03453112467209504,-0.13525648620682296,-0.10072536153472778,state,False,False,False,True
204440,49.0,51.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,rv,3013.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.010000929087649534,0.023599925686044965,0.013598996598395252,national,True,False,False,False
204441,49.0,51.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,lv,2472.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.010000929087649534,0.023599925686044965,0.013598996598395252,national,True,False,False,False
204442,44.0,45.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,rv,3013.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.007531549673991041,-0.10156321726796103,-0.09403166759397019,national,True,False,False,False
204443,45.0,47.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,lv,2472.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.01348070641368928,-0.05807810532822222,-0.07155881174191159,national,True,False,False,False
204444,44.0,44.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,rv,3013.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.12403607312001963,-0.09403166759397019,national,True,False,False,False
204445,45.0,46.0,87579,HarrisX,national,2024-07-22,2024-07-25,Online Opt-In Panel,lv,2472.0,-1.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.008025498807274375,-0.07958431054918569,-0.07155881174191159,national,True,False,False,False
204500,45.0,44.0,87580,Fabrizio/GBAO,national,2024-07-23,2024-07-25,,rv,1000.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,-0.12403607312001963,-0.07155881174191159,national,False,False,False,True
204501,47.0,49.0,87580,Fabrizio/GBAO,national,2024-07-23,2024-07-25,,rv,1000.0,4.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.011668290874518459,-0.016405408927654186,-0.02807369980217278,national,False,False,False,True
204502,50.0,40.0,87581,SurveyUSA,minnesota,2024-07-23,2024-07-25,Online Opt-In Panel,lv,656.0,10.0,0.4668313910606284,0.5092254880267493,0.0423940969661209,-0.13622077633928295,-0.1545035983883798,-0.018282822049096703,state,True,False,False,False
204503,46.0,46.0,87582,Beacon/Shaw,wisconsin,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1046.0,1.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.01746821981917685,-0.07526619033256055,-0.057797970513383645,state,True,True,False,False
204504,49.0,50.0,87582,Beacon/Shaw,wisconsin,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1046.0,1.0,0.495958711251628,0.4873704248830968,0.008588286368531206,0.0027344874983425923,0.008115418606490454,0.005380931108147857,state,True,True,False,False
204507,45.0,43.0,87583,Beacon/Shaw,pennsylvania,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1034.0,3.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.07999349874885228,-0.1582460044315217,-0.07825250568266917,state,True,True,False,False
204508,49.0,49.0,87583,Beacon/Shaw,pennsylvania,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1034.0,2.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.03453112467209504,-0.027625822014457513,0.006905302657637669,state,True,True,False,False
204511,47.0,41.0,87584,Beacon/Shaw,minnesota,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1071.0,3.0,0.4668313910606284,0.5092254880267493,0.0423940969661209,-0.04965276003082401,-0.12981098579800843,-0.08015822576718423,state,True,True,False,False
204512,52.0,46.0,87584,Beacon/Shaw,minnesota,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1071.0,2.0,0.4668313910606284,0.5092254880267493,0.0423940969661209,-0.035679547117405744,-0.014741656013221083,0.020937891104184647,state,True,True,False,False
204515,43.0,45.0,87585,Beacon/Shaw,michigan,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1012.0,3.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,0.016610899737850907,-0.09988776645022779,-0.1164986661880788,state,True,True,False,False
204516,49.0,49.0,87585,Beacon/Shaw,michigan,2024-07-22,2024-07-24,Live Phone/Text-to-Web,rv,1012.0,2.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.028851474338906447,-0.014729958109920949,0.014121516228985387,state,True,True,False,False
204533,46.4,49.9,87588,SoCal Research,georgia,2024-07-25,2024-07-26,Online Ad,rv,505.0,3.700000000000003,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.02853971183459883,-0.016245981808447718,-0.04478569364304663,state,True,False,False,False
204552,48.0,50.1,87590,AtlasIntel,national,2024-07-23,2024-07-25,Online Ad,rv,1980.0,1.9000000000000057,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.012815591656878619,0.0057953010525383375,-0.007020290604340396,national,True,False,False,False
204553,46.1,47.7,87590,AtlasIntel,national,2024-07-23,2024-07-25,Online Ad,rv,1980.0,1.5,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.00411404236564317,-0.04329430914398513,-0.04740835150962841,national,True,False,False,False
204593,44.0,42.0,87592,Angus Reid,national,2024-07-23,2024-07-25,Online Opt-In Panel,rv,1743.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07652442116094241,-0.17055608875491246,-0.09403166759397019,national,True,False,False,False
204617,47.0,46.0,87597,Morning Consult,national,2024-07-26,2024-07-28,Online Opt-In Panel,rv,11538.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05151061074701322,-0.07958431054918569,-0.02807369980217278,national,True,False,False,False
204618,47.0,45.0,87598,Morning Consult,national,2024-07-25,2024-07-27,Online Opt-In Panel,rv,4000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07348951746578841,-0.10156321726796103,-0.02807369980217278,national,True,False,False,False
204619,46.0,45.0,87599,Morning Consult,national,2024-07-24,2024-07-26,Online Opt-In Panel,rv,4000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05198331224482484,-0.10156321726796103,-0.04957990502313625,national,True,False,False,False
204620,46.0,45.0,87600,Morning Consult,national,2024-07-23,2024-07-25,Online Opt-In Panel,rv,4000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05198331224482484,-0.10156321726796103,-0.04957990502313625,national,True,False,False,False
204644,54.0,35.0,87609,Capitol Weekly,california,2024-07-19,2024-07-22,,lv,2121.0,-1.0,0.383329021034668,0.58467704244594,0.201348021411272,-0.011470037632655672,-0.0909605286676719,-0.07949049103501604,state,False,False,False,True
204676,42.0,49.0,87612,U. North Florida,florida,2024-07-24,2024-07-27,Live Phone/Text-to-Web,lv,774.0,9.0,0.5608834311631108,0.4298829273881028,0.131000503775008,-0.11184950678708988,-0.1351077052391545,-0.02325819845206456,state,True,True,False,False
204701,48.0,52.0,87613,HarrisX/Harris Poll,national,2024-07-26,2024-07-28,Online Opt-In Panel,rv,2196.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05003830214748688,0.04301801154314666,-0.007020290604340396,national,True,False,False,False
204702,44.0,47.0,87613,HarrisX/Harris Poll,national,2024-07-26,2024-07-28,Online Opt-In Panel,rv,2196.0,-1.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.03595356226574778,-0.05807810532822222,-0.09403166759397019,national,True,False,False,False
204703,43.0,47.0,87613,HarrisX/Harris Poll,national,2024-07-26,2024-07-28,Online Opt-In Panel,rv,2196.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.05894308049044663,-0.05807810532822222,-0.11702118581866894,national,True,False,False,False
204763,38.0,38.0,87614,Ipsos,national,2024-07-24,2024-07-25,Probability Panel,a,1238.0,20.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.270639547311895,-0.24063514178584555,national,True,False,False,False
204772,46.0,46.0,87617,Florida Atlantic University/Mainstreet Research,national,2024-07-26,2024-07-27,IVR/Online Opt-In Panel,rv,997.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.030004405526049573,-0.07958431054918569,-0.04957990502313625,national,True,True,False,False
204773,48.0,46.0,87617,Florida Atlantic University/Mainstreet Research,national,2024-07-26,2024-07-27,IVR/Online Opt-In Panel,lv,952.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07256401994484546,-0.07958431054918569,-0.007020290604340396,national,True,True,False,False
204774,43.0,42.0,87617,Florida Atlantic University/Mainstreet Research,national,2024-07-26,2024-07-27,IVR/Online Opt-In Panel,rv,997.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05353490293624373,-0.17055608875491246,-0.11702118581866894,national,True,True,False,False
204775,44.0,43.0,87617,Florida Atlantic University/Mainstreet Research,national,2024-07-26,2024-07-27,IVR/Online Opt-In Panel,lv,952.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.05299392375074825,-0.14702559134471838,-0.09403166759397019,national,True,True,False,False
204782,47.0,43.0,87618,Susquehanna,pennsylvania,2024-07-22,2024-07-28,,lv,600.0,7.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.12347861068859117,-0.1582460044315217,-0.034767393742930364,state,False,False,False,True
204785,45.0,43.0,87619,Redfield & Wilton Strategies,national,2024-07-29,2024-07-29,Online Opt-In Panel,lv,1750.0,7.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07546677960280682,-0.14702559134471838,-0.07155881174191159,national,True,False,False,False
204786,59.0,35.0,87620,Capitol Weekly,california,2024-07-25,2024-07-27,,lv,1904.0,-1.0,0.383329021034668,0.58467704244594,0.201348021411272,-0.10002343497410074,-0.0909605286676719,0.00906290630642892,state,False,False,False,True
